Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Yuma Elementary District,4499,Dorothy Hall Elementary,1000268,15,99,77,83,82,74,57,*,*,*,*,*,*,*,488
2022,Somerton Elementary District,4500,Somerton Middle School,6164,*,*,*,*,*,*,*,*,303,360,*,*,*,*,663
2022,Somerton Elementary District,4500,Orange Grove Elementary School,6165,*,54,41,63,72,70,54,58,*,*,*,*,*,*,421
2022,Somerton Elementary District,4500,Desert Sonora Elementary School,6166,*,51,45,71,60,58,68,64,*,*,*,*,*,*,428
2022,Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,14,103,111,100,100,132,127,127,*,*,*,*,*,*,814
2022,Somerton Elementary District,4500,Encanto Learning Center,87330,*,56,73,74,69,61,71,55,*,*,*,*,*,*,468
2022,Crane Elementary District,4501,Pueblo Elementary School,6168,40,67,72,61,58,84,89,101,*,*,*,*,*,*,575
2022,Crane Elementary District,4501,Crane Middle School,6172,*,*,*,*,*,*,*,*,317,300,*,*,*,*,617
2022,Crane Elementary District,4501,Ronald Reagan Fundamental School,6173,40,61,56,49,64,77,54,84,*,*,*,*,*,*,488
2022,Crane Elementary District,4501,H L Suverkrup Elementary School,6174,39,65,64,61,70,70,84,85,*,*,*,*,*,*,539
2022,Crane Elementary District,4501,Valley Horizon Elementary School,6175,14,62,56,54,74,61,80,72,*,*,*,*,*,*,475
2022,Crane Elementary District,4501,Centennial Middle School,78935,*,*,*,*,*,*,*,*,350,374,*,*,*,*,724
2022,Crane Elementary District,4501,Gary A. Knox Elementary School,85833,39,75,74,78,81,88,76,73,*,*,*,*,*,*,584
2022,Crane Elementary District,4501,Salida Del Sol Elementary,85834,31,87,86,90,110,82,92,80,*,*,*,*,*,*,659
2022,Crane Elementary District,4501,Mesquite Elementary,89582,30,64,78,72,92,96,88,86,*,*,*,*,*,*,606
2022,Crane Elementary District,4501,Gowan Science Academy,91908,*,91,94,92,92,69,64,64,68,65,*,*,*,*,699
2022,Crane Elementary District,4501,Crane iLearning Academy,778305,*,11,*,14,*,*,19,*,*,11,*,*,*,*,99
2022,Hyder Elementary District,4502,Dateland Elementary School,6180,*,11,15,*,13,*,16,*,*,12,*,*,*,*,95
2022,Mohawk Valley Elementary District,4503,Mohawk Valley School,6181,*,16,15,13,13,16,16,14,19,23,*,*,*,*,146
2022,Wellton Elementary District,4504,Wellton Elementary School,6182,*,19,13,15,17,19,19,13,18,20,*,*,*,*,156
2022,Gadsden Elementary District,4505,Gadsden Elementary School,6183,*,47,56,67,105,72,70,76,*,*,*,*,*,*,493
2022,Gadsden Elementary District,4505,Rio Colorado Elementary School,6184,*,52,66,68,58,118,108,69,*,*,*,*,*,*,540
2022,Gadsden Elementary District,4505,San Luis Middle School,6185,*,*,*,*,*,*,*,*,253,323,*,*,*,*,576
2022,Gadsden Elementary District,4505,San Luis Pre-School,6186,169,*,*,*,*,*,*,*,*,*,*,*,*,*,169
2022,Gadsden Elementary District,4505,Arizona Desert Elementary School,6187,*,68,76,75,93,80,97,135,*,*,*,*,*,*,624
2022,Gadsden Elementary District,4505,Cesar Chavez Elementary,79724,*,132,81,93,103,78,103,89,*,*,*,*,*,*,679
2022,Gadsden Elementary District,4505,Desert View Elementary,81096,*,96,133,93,103,93,104,114,*,*,*,*,*,*,736
2022,Gadsden Elementary District,4505,Southwest Jr. High School,81105,*,*,*,*,*,*,*,*,360,297,*,*,*,*,657
2022,Gadsden Elementary District,4505,Ed Pastor Elementary 4,81106,*,68,65,125,68,99,59,82,*,*,*,*,*,*,566
2022,Antelope Union High School District,4506,Antelope Union High School,6188,*,*,*,*,*,*,*,*,*,*,54,49,54,38,195
2022,Antelope Union High School District,4506,AUHS Online Acadamy,92739,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Yuma Union High School District,4507,Yuma High School,6189,*,*,*,*,*,*,*,*,*,*,303,289,258,246,1096
2022,Yuma Union High School District,4507,Kofa High School,6190,*,*,*,*,*,*,*,*,*,*,684,624,604,552,2464
2022,Yuma Union High School District,4507,Cibola High School,6191,*,*,*,*,*,*,*,*,*,*,684,676,609,584,2553
2022,Yuma Union High School District,4507,Vista High School,6302,*,*,*,*,*,*,*,*,*,*,*,*,36,169,206
2022,Yuma Union High School District,4507,San Luis High School,80409,*,*,*,*,*,*,*,*,*,*,676,599,617,582,2474
2022,Yuma Union High School District,4507,Gila Ridge High School,89576,*,*,*,*,*,*,*,*,*,*,587,559,543,463,2152
2022,Yuma Union High School District,4507,Yuma Online Distance Academy,91316,*,*,*,*,*,*,*,*,*,*,15,30,27,18,90
2022,Az-Tec High School,4508,AZTEC High School,6192,*,*,*,*,*,*,*,*,*,*,*,12,17,32,65
2022,"Yuma Private Industry Council, Inc.",4509,Educational Opportunity Center,6193,*,*,*,*,*,*,*,*,*,*,*,*,20,89,114
2022,Parker Unified School District,4510,Blake Primary School,6194,32,124,114,131,*,*,*,*,*,*,*,*,*,*,404
2022,Parker Unified School District,4510,Wallace Elementary School,6195,*,*,*,*,125,108,106,*,*,*,*,*,*,*,339
2022,Parker Unified School District,4510,Le Pera Elementary School,6196,*,17,26,24,24,18,18,20,17,33,*,*,*,*,197
2022,Parker Unified School District,4510,Parker High School,6197,*,*,*,*,*,*,*,*,*,*,144,139,119,99,501
2022,Parker Unified School District,4510,Wallace Jr High School,78929,*,*,*,*,*,*,*,121,108,147,*,*,*,*,376
2022,Parker Unified School District,4510,Parker Alternative School,80408,*,*,*,*,*,*,*,*,*,*,*,*,*,29,41
2022,Quartzsite Elementary District,4511,Ehrenberg Elementary School,6198,*,23,13,28,16,12,*,11,*,13,*,*,*,*,131
2022,Quartzsite Elementary District,4511,Quartzsite Elementary School,6199,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
2022,Wenden Elementary District,4512,Wenden Elementary School,6200,*,*,*,*,*,*,*,*,11,14,*,*,*,*,88
2022,Bouse Elementary District,4513,Bouse Elementary School,6201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,50
2022,Salome Consolidated Elementary District,4514,Salome Elementary School,6202,*,*,*,*,*,*,20,14,15,*,*,*,*,*,104
2022,Bicentennial Union High School District,4515,Salome High School,6203,*,*,*,*,*,*,*,*,*,*,42,32,33,29,136
2022,East Valley Institute of Technology,4516,EVIT - East Valley Institute of Technology,7282,*,*,*,*,*,*,*,*,*,*,*,*,70,82,152
2022,East Valley Institute of Technology,4516,EVIT - Chandler High School,7284,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Gilbert High School,7287,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT East Apache Junction,25790,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Basha High School,80662,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Hamilton High School,80963,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Dobson High School,85935,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Marcos De Niza High School,86000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Desert Vista High School,86003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Perry High School,89632,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Campo Verde High School,90390,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - East Campus,90912,*,*,*,*,*,*,*,*,*,*,*,*,12,23,35
2022,East Valley Institute of Technology,4516,EVIT - Arizona College Prep Erie Campus,92722,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT - Casteel High School,92840,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,East Valley Institute of Technology,4516,EVIT Cactus Shadows High School,1000311,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Integrity Education Incorporated,5174,Integrity Education Centre,10811,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,"Paragon Management, Inc.",5180,Paradise Honors Elementary School,10820,*,165,183,192,205,214,217,231,231,230,*,*,*,*,1868
2022,"Paragon Management, Inc.",5180,Paradise Honors High School,89828,*,*,*,*,*,*,*,*,*,*,268,266,210,205,949
2022,"Metropolitan Arts Institute, Inc.",5181,Metropolitan Arts Institute,10847,*,*,*,*,*,*,*,*,28,27,55,50,53,36,249
2022,Cholla Academy,5186,Westland School,10801,*,17,13,14,21,14,20,17,16,21,19,15,18,20,225
2022,Cholla Academy,5186,Westland School Brighton Campus,92637,*,25,28,26,18,21,25,24,25,27,21,26,21,23,310
2022,"Akimel O Otham Pee Posh Charter School, Inc.",5978,Akimel O'Otham Pee Posh (K-2),10797,*,13,*,*,*,*,*,*,*,*,*,*,*,*,21
2022,P.L.C. Charter Schools,6235,Arts Academy at Estrella Mountain,87413,*,87,61,88,109,120,93,106,124,147,*,*,*,*,936
2022,"Destiny School, Inc.",6258,Destiny School,10807,*,43,47,41,47,36,30,30,26,19,*,*,*,*,319
2022,"Shonto Governing Board of Education, Inc.",6353,Shonto Preparatory Technology High School,5653,*,*,*,*,*,*,*,*,*,*,17,24,14,18,73
2022,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Camelback,6063,*,14,*,*,*,11,16,19,20,18,*,*,*,*,125
2022,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Yuma,78904,*,21,15,20,16,19,14,12,*,*,*,*,*,*,117
2022,"The Charter Foundation, Inc.",6355,AmeriSchools Academy - Country Club,79296,*,21,18,14,16,16,23,18,23,20,*,*,*,*,169
2022,"The Charter Foundation, Inc.",6355,Amerischools Academy North,91212,*,18,25,23,26,21,29,26,*,*,*,*,*,*,168
2022,"The Charter Foundation, Inc.",6355,AmeriSchools Academy Online Instruction,1001692,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16
2022,Discovery Plus Academy,6357,Discovery Plus Academy,4898,*,20,17,20,18,20,19,*,*,*,*,*,*,*,114
2022,"BASIS Charter Schools, Inc.",6361,BASIS Tucson Primary,6065,*,156,160,161,157,154,*,*,*,*,*,*,*,*,788
2022,"Challenge School, Inc.",6362,Challenge Charter School,5555,*,68,55,77,68,57,58,38,*,*,*,*,*,*,421
2022,Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,*,19,24,26,15,23,25,14,17,23,21,17,11,*,245
2022,Edkey Inc. dba American Heritage Academy,6365,American Heritage Academy - Cottonwood,6366,*,15,14,14,12,18,17,19,19,34,17,*,11,*,202
2022,Edkey Inc. dba American Heritage Academy,6365,American Heritage Academy - Camp Verde,88201,*,11,12,12,14,12,*,12,*,*,*,*,*,*,96
2022,Ha:san Educational Services,6369,Ha:san Preparatory & Leadership School,5872,*,*,*,*,*,*,*,*,*,*,27,32,29,38,126
2022,"Gem Charter School, Inc.",6372,Gem Charter School,6045,*,14,12,12,*,14,*,*,*,*,*,*,*,*,69
2022,Tucson Preparatory School,6374,Tucson Preparatory School,5892,*,*,*,*,*,*,*,*,*,*,*,13,*,82,113
2022,Phoenix School of Academic Excellence The,6379,"Learning Institute, The",10814,*,*,*,*,*,*,*,*,*,*,*,*,24,44,96
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - Phoenix Day School for the Deaf,6395,*,22,15,*,11,15,15,20,15,24,16,25,23,30,241
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - Tucson Campus,78941,*,*,*,*,*,*,*,*,*,12,13,*,*,17,105
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP Tucson Campus Preschool,90798,21,*,*,*,*,*,*,*,*,*,*,*,*,*,21
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP FBC Main Preschool,90801,24,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP Phoenix Day School for the Deaf Preschool,90802,26,*,*,*,*,*,*,*,*,*,*,*,*,*,26
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP Desert Voices Oral Learning Preschool,1001127,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP Satellite 1 Preschool (JO Combs Preschool),1001710,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona State Schools for the Deaf and the Blind,6393,ASDB - ELP FBC West Valley Preschool,1001737,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Edkey, Inc. - Sequoia Charter School",6446,Sequoia Secondary School,10849,*,*,*,*,*,*,*,*,80,85,60,55,62,47,389
2022,"Edkey, Inc. - Sequoia Charter School",6446,Sequoia Elementary School,79697,*,48,50,52,46,54,52,54,*,*,*,*,*,*,356
2022,"St. Michaels Association for Special Education, Inc.",6470,ST MICHAELS ASSOC FOR SPEC ED,6471,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,The Navajo Nation Tribal Government Head Start,6476,Lukachukai Head Start,6480,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,The Navajo Nation Tribal Government Head Start,6476,Many Farms Head Start,6481,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,The Navajo Nation Tribal Government Head Start,6476,Tsaile Head Start,6484,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Northern Arizona Council of Governments (NACOG),6719,Siler Homes Head Start,6736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Northern Arizona Council of Governments (NACOG),6719,Cottonwood Head Start,8546,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Northern Arizona Council of Governments (NACOG),6719,Ash Fork Head Start,89244,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Northern Arizona Council of Governments (NACOG),6719,Beaver Creek Head Start,661387,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Devereux Arizona,7295,Devereux Residential Education Center,7296,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
2022,Desert Voices Oral Learning Center,7301,Desert Voices Oral Learning Center,7302,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,New Way Academy,7303,New Way Academy,7304,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Gompers,7317,Gompers Private School,7318,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Foundation for Blind Children,7334,Foundation for Blind Children,7335,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
2022,Foundation for Blind Children,7334,Foundation for Blind Children - East Campus,88389,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Banner Children's Academy of Education & Development,7340,Banner Academy,7341,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Education Center,7347,Southwest Education Center - Casa Grande,7349,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,Southwest Education Center,7347,Southwest Academy,91270,*,*,*,*,*,*,*,*,*,*,*,*,11,*,53
2022,Southwest Education Center,7347,Menta Academy Yuma,175439,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14
2022,Southwest Education Center,7347,S.E.L.F. Program,1000057,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Education Center,7347,S.E.L.F. - A Program,1000058,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Education Center,7347,HarbourView Academy,1000408,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22
2022,Youth Development Institute,7351,Youth Development Institute,7352,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,ACCEL,7355,ACCEL Metro Campus,7356,*,*,*,*,*,*,*,11,11,18,*,*,11,12,103
2022,ACCEL,7355,ACCEL East Campus,7360,*,*,*,*,*,*,*,*,*,*,*,*,*,13,45
2022,ACCEL,7355,ACCEL Buckeye Learning Center,91260,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16
2022,ACCEL,7355,ACCEL Freedom Elementary School,1001809,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Children's Center for Neurodevelopmental Studies,7363,The Childrens Center for Neurodevelopmental Studies,7364,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37
2022,Hi-Star Center for Children,7372,Hi-Star Center for Children,7373,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35
2022,Upward Foundation,7380,UPWARD for Children and Families,7381,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11
2022,THE ACES,7407,ACES-Peoria,7408,*,*,*,17,16,28,19,29,37,35,16,23,19,11,261
2022,THE ACES,7407,ACES-Tempe,87058,*,*,*,*,*,*,11,*,15,14,11,*,*,11,117
2022,THE ACES,7407,ACES-Phoenix West,90771,*,*,*,*,*,*,13,*,14,17,*,12,*,*,115
2022,THE ACES,7407,ACES-Gilbert,127500,*,*,*,15,15,15,19,14,19,14,13,12,13,14,169
2022,"Booker T. Washington Child Development Center, Inc.",7418,Booker T. Washington Child Development Center Head Start,7420,13,*,*,*,*,*,*,*,*,*,*,*,*,*,13
2022,Maricopa County Head Start,7432,Stevenson Head Start,7442,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Lincoln Head Start,78790,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Taft Head Start,78793,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Hughes Head Start,88393,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,First Presbyterian Church Head Start,89382,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Lowell Head Start,89715,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Bellview Head Start,90457,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Webster Head Start,91224,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,1st Academy Center Head Start,1000053,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Maricopa County Head Start,7432,Red Mountain Head Start,1000306,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,SR PIMA-MAR INDIAN HEAD START,7481,SRPMIC Early Childhood Education Center,78795,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Cobre Del Sol Head Start,7929,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Challenger Head Start,7930,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Liberty Head Start,7936,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Los Ninos Sunnyside Head Start,7938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Mission Manor Head Start,7942,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Nogales Neighborhood Head Start,7944,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Santa Rosa Head Start,7948,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Southside Head Start,7950,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Sunnyside Head Start,7952,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Western Head Start,7958,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Erickson Head Start,9847,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Wright Head Start,9848,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Willcox Head Start,9852,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Santa Clara Head Start,10901,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Summitt View Head Start,80623,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Ajo Head Start,84192,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Elvira Head Start,85207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Laguna Head Start,85921,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Child-Parent Centers, Inc.",7927,Roberts Head Start,87917,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Gila River Indian Community,8059,Santan HS/EHS Center D4 - Head Start,8063,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,Eloy Head Start & Early Head Start,8072,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,Toltec Head Start,8079,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,Casa Grande Head Start & Early Head Start,10086,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,Coolidge Head Start & Early Head Start,10087,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,San Tan Valley Head Start & Early Head Start,10092,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Pinal Gila Community Child Services, Inc",8066,Florence Head Start & Early Head Start,10098,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Utah Elem,8286,Utah,8287,*,*,*,11,*,*,*,18,*,19,*,*,*,*,92
2022,Utah High School,8304,Utah,8305,*,*,*,*,*,*,*,*,*,*,21,18,28,25,92
2022,Arizona Department of Juvenile Corrections,8326,Adobe Mountain School,8327,*,*,*,*,*,*,*,*,*,*,*,30,47,47,128
2022,Arizona Department of Corrections,8336,Success Academy - Florence,8337,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona Department of Corrections,8336,Success Academy - Yuma,8340,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona Department of Corrections,8336,Success Academy - Tucson,8341,*,*,*,*,*,*,*,*,*,*,*,*,*,28,30
2022,Arizona Department of Corrections,8336,Success Academy - Perryville,8343,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona Department of Corrections,8336,Success Academy - Eyman,8348,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona Department of Corrections,8336,Success Academy - Lewis,10229,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Arizona Department of Corrections,8336,Life Learning Academy - Minors Unit at Lewis,92289,*,*,*,*,*,*,*,*,*,*,*,*,*,14,20
